step,train_loss,val_loss
53000,3.2447822093963623,3.2277603149414062
53500,3.227447986602783,3.2361464500427246
54000,3.216257095336914,3.224278211593628
54500,3.241858959197998,3.246525287628174
55000,3.193355083465576,3.195497989654541
55500,3.224583148956299,3.2376091480255127
56000,3.214033603668213,3.2259891033172607
56500,3.2127833366394043,3.2280941009521484
57000,3.200489044189453,3.2141361236572266
57500,3.21065092086792,3.197153091430664
58000,3.190678119659424,3.227501630783081
58500,3.195704936981201,3.2212631702423096
59000,3.184889316558838,3.2084438800811768
59500,3.2241199016571045,3.202730178833008
60000,3.1923985481262207,3.1982052326202393
60500,3.186457395553589,3.1958699226379395
61000,3.1776905059814453,3.213153839111328
61500,3.1735312938690186,3.2003822326660156
62000,3.188656806945801,3.1916756629943848
62500,3.178224563598633,3.1952271461486816
63000,3.1760456562042236,3.1942861080169678
63500,3.1748147010803223,3.1904873847961426
64000,3.1781632900238037,3.1769192218780518
64500,3.1703412532806396,3.173804521560669
65000,3.1515164375305176,3.1926846504211426
65500,3.1486294269561768,3.1728248596191406
66000,3.1558034420013428,3.1806130409240723
66500,3.14186954498291,3.1589601039886475
67000,3.177304744720459,3.165266752243042
67500,3.1628308296203613,3.151430130004883
68000,3.1783928871154785,3.161813497543335
68500,3.158890724182129,3.1869900226593018
69000,3.162952423095703,3.170015811920166
69500,3.1445703506469727,3.1532790660858154
70000,3.14339542388916,3.1607604026794434
70500,3.14754581451416,3.168234348297119
71000,3.1649303436279297,3.1595842838287354
71500,3.1436095237731934,3.17193341255188
72000,3.1576223373413086,3.158547878265381
72500,3.13816499710083,3.1534922122955322
73000,3.135817766189575,3.1693196296691895
73500,3.142055034637451,3.1523077487945557
74000,3.1592941284179688,3.1563665866851807
74500,3.1569664478302,3.137854814529419
75000,3.137200117111206,3.142272710800171
75500,3.15893292427063,3.1556057929992676
76000,3.1582469940185547,3.1498513221740723
76500,3.147312641143799,3.154428005218506
77000,3.1398677825927734,3.149350881576538
77500,3.1215667724609375,3.147305488586426
78000,3.1499505043029785,3.144207715988159
78500,3.182413101196289,3.2099716663360596
79000,3.369117259979248,3.3852767944335938
79500,3.2110931873321533,3.219203472137451
80000,3.2010364532470703,3.191929817199707
